mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_penalty,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall
0.01151132583618164,0.0038291487986454576,0.04569587707519531,0.010098123806764572,0.001,100,l1,liblinear,"{'C': 0.001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.003997707366943359,0.0042745065145428215,0.0,0.0,0.001,100,l1,lbfgs,"{'C': 0.001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.004809379577636719,0.0018820693470412465,0.0,0.0,0.001,100,l1,newton-cg,"{'C': 0.001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.03628010749816894,0.019660699231429823,0.035621929168701175,0.009275516406315689,0.001,100,l2,liblinear,"{'C': 0.001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.018459129333496093,0.007631270697100219,0.0334592342376709,0.011436822755652616,0.001,100,l2,lbfgs,"{'C': 0.001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.023978281021118163,0.007850351161511233,0.03331918716430664,0.01460832324973257,0.001,100,l2,newton-cg,"{'C': 0.001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.009288978576660157,0.0013716421427554103,0.03405570983886719,0.012654801362624556,0.001,500,l1,liblinear,"{'C': 0.001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.002368640899658203,0.0010127664324475524,0.0,0.0,0.001,500,l1,lbfgs,"{'C': 0.001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.0016098976135253905,0.00011260341642632298,0.0,0.0,0.001,500,l1,newton-cg,"{'C': 0.001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.016715335845947265,0.010205855077795364,0.0374636173248291,0.019690132724266833,0.001,500,l2,liblinear,"{'C': 0.001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.020769166946411132,0.0075982855535919195,0.03901019096374512,0.017910475322623822,0.001,500,l2,lbfgs,"{'C': 0.001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.03890318870544433,0.017117734619263504,0.02641887664794922,0.007223894495126952,0.001,500,l2,newton-cg,"{'C': 0.001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.012590312957763672,0.003130429267149849,0.0489384651184082,0.006326889332977833,0.001,1000,l1,liblinear,"{'C': 0.001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.0023102760314941406,0.0002541741994898079,0.0,0.0,0.001,1000,l1,lbfgs,"{'C': 0.001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.002532625198364258,0.0013516296808535235,0.0,0.0,0.001,1000,l1,newton-cg,"{'C': 0.001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.017980337142944336,0.010021597549024,0.026185274124145508,0.006465457987187169,0.001,1000,l2,liblinear,"{'C': 0.001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.014651727676391602,0.006259381193050555,0.031316614151000975,0.008594410910669573,0.001,1000,l2,lbfgs,"{'C': 0.001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.030590581893920898,0.007246656836162529,0.03487443923950195,0.016717162175345704,0.001,1000,l2,newton-cg,"{'C': 0.001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.008359003067016601,0.0017174512714259315,0.022888040542602538,0.0037424743774274664,0.01,100,l1,liblinear,"{'C': 0.01, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.0022432804107666016,0.0009684739000902614,0.0,0.0,0.01,100,l1,lbfgs,"{'C': 0.01, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.0018768787384033203,0.00043399960480826084,0.0,0.0,0.01,100,l1,newton-cg,"{'C': 0.01, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.013387966156005859,0.008929889853155303,0.02303924560546875,0.005967726431364752,0.01,100,l2,liblinear,"{'C': 0.01, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.019452238082885744,0.005921375610559793,0.029826831817626954,0.009408267995847474,0.01,100,l2,lbfgs,"{'C': 0.01, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.032697010040283206,0.01230733155207493,0.03152456283569336,0.013862362402236955,0.01,100,l2,newton-cg,"{'C': 0.01, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.013391542434692382,0.005719446810683902,0.026895761489868164,0.005852159520608766,0.01,500,l1,liblinear,"{'C': 0.01, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.0023672103881835936,0.0008703368706497052,0.0,0.0,0.01,500,l1,lbfgs,"{'C': 0.01, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.003582143783569336,0.0030495074237583283,0.0,0.0,0.01,500,l1,newton-cg,"{'C': 0.01, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,,,,,61,,,,,,,,61,,,,,,,,61,,,,,,,,61
0.015790176391601563,0.005839980635262332,0.03627657890319824,0.010088524675204758,0.01,500,l2,liblinear,"{'C': 0.01, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.020491695404052733,0.006233601248486686,0.03538041114807129,0.007845497876170206,0.01,500,l2,lbfgs,"{'C': 0.01, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.02924027442932129,0.012789550524504065,0.025716066360473633,0.009212697048593125,0.01,500,l2,newton-cg,"{'C': 0.01, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
0.011714410781860352,0.0028438149256599086,0.026508235931396486,0.011797816675967564,0.01,1000,l1,liblinear,"{'C': 0.01, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8445229681978799,0.8445229681978799,0.8475177304964538,0.8475177304964538,0.8439716312056738,0.8456106057188683,0.0015701208898417011,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
